Country,Mintage_year,Mint_count,Description,Image,YearID,Price,Country_map_name
Lithuania,2019,505000,Sutartinės Lithuanian multipart songs,https://www.coin-database.com/images/Lithuania/5706-v.jpg,1,3.9,Lietuva
Lithuania,2019,500000,Samogitia,https://www.coin-database.com/images/Lithuania/5707-v.jpg,0,4.2,Lietuva
Vatican City,2019,91000,90th anniversary of the founding of the state of Vatican City,https://www.coin-database.com/images/Vatican-City/5770-v.jpg,0,47.0,Vatican City
Andorra,2019,60000,Alpine Skiing World Cup 2019,https://www.coin-database.com/images/Andorra/5803-v.jpg,1,149.0,Andorra
Monaco,2019,15000,200th Anniversary of the Accession to the Throne Prince Honoré V.,https://www.coin-database.com/images/Monaco/5910-v.jpg,0,600.0,Monaco
Italy,2019,3000000,500th Anniversary of the Death of Leonardo da Vinci,https://www.coin-database.com/images/Italy/5631-v.jpg,0,4.5,Italia
Belgium,2019,155000,450th Anniversary of the Death of Pieter Bruegel the Elder,https://www.coin-database.com/images/Belgium/5637-v.jpg,1,14.9,Belgique/België
Germany,2019,30000000,Bun­des­rat,https://www.coin-database.com/images/Germany/4151-v.jpg,1,3.5,Deutschland
Slovakia,2019,1002000,100th anniversary of the death of Milan Rastislav Štefánik,https://www.coin-database.com/images/Slovakia/3669-v.jpg,0,3.9,Slovensko
Portugal,2019,770000,500th Anniversary of the circumnavigation of the Earth by Ferdinand Magellan,https://www.coin-database.com/images/Portugal/5458-v.jpg,1,3.8,Portugal
France,2019,310000,60 Years of Asterix,https://www.coin-database.com/images/France/5579-v.jpg,0,32.0,France
Portugal,2019,520000,600 years since the discovery of Madeira,https://www.coin-database.com/images/Portugal/5459-v.jpg,0,3.5,Portugal
Latvia,2019,307000,The Rising Sun,https://www.coin-database.com/images/Latvia/5978-v.jpg,0,7.9,Latvija
Malta,2019,320000,Solidarity children - Nature,https://www.coin-database.com/images/Malta/4083-v.jpg,0,5.9,Malta
Luxembourg,2019,308500,Centenary of the Universal Voting Right,https://www.coin-database.com/images/Luxembourg/5779-v.jpg,0,3.9,Luxembourg
Finland,2019,500000,Constitution Act of Finland 1919,https://www.coin-database.com/images/Finland/5967-v.jpg,0,26.0,Suomi/Finland
Germany,2019,30000000,30 Years of Fall of the Berlin Wall,https://www.coin-database.com/images/Germany/5802-v.jpg,0,3.5,Deutschland
Andorra,2019,60000,600 Years of the General Council,https://www.coin-database.com/images/Andorra/5804-v.jpg,0,59.0,Andorra
Estonia,2019,1007500,University of Tartu,https://www.coin-database.com/images/Estonia/5899-v.jpg,0,3.5,Eesti
Slovenia,2019,1010750,100th Anniversary of the University of Ljubljana,https://www.coin-database.com/images/Slovenia/5323-v.jpg,0,3.5,Slovenija
Malta,2020,200000,Games,https://www.coin-database.com/images/Malta/4084-v.jpg,0,9.99,Malta
Germany,2020,30477400,Brandenburg - Sanssouci Palace in Potsdam,https://www.coin-database.com/images/Germany/4153-v.jpg,0,4.0,Deutschland
Estonia,2020,1000000,Centenary of the Tartu Peace Treaty,https://www.coin-database.com/images/Estonia/5178-v.jpg,0,3.5,Eesti
Lithuania,2020,500000,Aukštaitija,https://www.coin-database.com/images/Lithuania/5708-v.jpg,1,3.5,Lietuva
Lithuania,2020,500000,The Hill of Crosses,https://www.coin-database.com/images/Lithuania/5709-v.jpg,0,3.5,Lietuva
Slovenia,2020,1000000,500th Anniversary of the Birth of Adam Bohorič,https://www.coin-database.com/images/Slovenia/5776-v.jpg,0,3.5,Slovenija
Slovakia,2020,1000000,Entry of the Slovak Republic to the OECD,https://www.coin-database.com/images/Slovakia/5906-v.jpg,0,3.5,Slovensko
Luxembourg,2020,300000,200th Anniversary of the Birth of Prince Henry,https://www.coin-database.com/images/Luxembourg/5907-v.jpg,0,3.99,Luxembourg
Portugal,2020,510000,75 years United Nations,https://www.coin-database.com/images/Portugal/5911-v.jpg,1,4.9,Portugal
Spain,2020,4005000,Mudéjar Architecture of Aragon,https://www.coin-database.com/images/Spain/5929-v.jpg,0,3.5,España
Belgium,2020,155000,Jan van Eyck,https://www.coin-database.com/images/Belgium/5947-v.jpg,0,11.5,Belgique/België
Belgium,2020,755000,International Year of Plant Health,https://www.coin-database.com/images/Belgium/5948-v.jpg,1,10.8,Belgique/België
San Marino,2020,56500,500th Anniversary of the Death of Raphael,https://www.coin-database.com/images/San-Marino/6003-v.jpg,1,139.0,San Marino
Latvia,2020,412000,Latgalian Ceramics,https://www.coin-database.com/images/Latvia/6008-v.jpg,0,4.9,Latvija
Italy,2020,3000000,The Vigili del Fuoco - National Firefighters Corps,https://www.coin-database.com/images/Italy/6010-v.jpg,1,4.9,Italia
Malta,2020,750000,Skorba Temples,https://www.coin-database.com/images/Malta/6025-v.jpg,1,16.9,Malta
Greece,2020,745000,2500th Anniversary of the Battle of Thermopylae,https://www.coin-database.com/images/Greece/6026-v.jpg,0,3.5,Elláda
Vatican City,2020,101000,100th Anniversary of the Bitrh of John Paul II,https://www.coin-database.com/images/Vatican-City/6030-v.jpg,0,55.0,Vatican City
Vatican City,2020,86000,500th Anniversary of the Death of Raffaello,https://www.coin-database.com/images/Vatican-City/6031-v.jpg,1,39.0,Vatican City
Greece,2020,748000,Union of Thrace with Greece,https://www.coin-database.com/images/Greece/6163-v.jpg,1,3.5,Elláda
Andorra,2020,73500,XXVII. Ibero-American Summit 2020 Andorra,https://www.coin-database.com/images/Andorra/6203-v.jpg,1,27.9,Andorra
Andorra,2020,60000,50 Years of Universal Suffrage in Andorra,https://www.coin-database.com/images/Andorra/6204-v.jpg,0,37.9,Andorra
Finland,2020,720000,100 Years of the University of Turku,https://www.coin-database.com/images/Finland/6268-v.jpg,1,6.9,Suomi/Finland
Finland,2020,800000,100th Anniversary of the Birth of Väinö Linna,https://www.coin-database.com/images/Finland/6269-v.jpg,0,6.9,Suomi/Finland
Cyprus,2020,412000,30 Years of the Cyprus Institute of Neurology and Genetics,https://www.coin-database.com/images/Cyprus/6313-v.jpg,0,3.5,Kýpros
Monaco,2020,15000,300th Anniversary of the Birth of Prince Honoré III,https://www.coin-database.com/images/Monaco/6384-v.jpg,0,420.0,Monaco
Estonia,2020,750000,200th Anniversary of the First Antarctic Expedition,https://www.coin-database.com/images/Estonia/5898-v.jpg,1,3.7,Eesti
France,2020,18061940,Charles de Gaulle,https://www.coin-database.com/images/France/6121-v.jpg,1,3.9,France
Italy,2020,105000,150th Anniversary of the Birth of Maria Montessori,https://www.coin-database.com/images/Italy/6009-v.jpg,0,4.9,Italia
San Marino,2020,54000,250th Anniversary of the Giovanni Battista Tiepolo,https://www.coin-database.com/images/San-Marino/6007-v.jpg,0,69.9,San Marino
France,2020,310000,Medical research,https://www.coin-database.com/images/France/6120-v.jpg,0,11.9,France
Portugal,2020,360000,730 Years of the University of Coimbra,https://www.coin-database.com/images/Portugal/6287-v.jpg,0,4.99,Portugal
Luxembourg,2020,160000,Birth of Prince Charles,https://www.coin-database.com/images/Luxembourg/6398-v.jpg,1,10.9,Luxembourg
Germany,2020,30315000,50 years of the Warschauer Kniefall (Warsaw genuflection),https://www.coin-database.com/images/Germany/6022-v.jpg,1,3.5,Deutschland
Germany,2021,30518900,Sachsen-Anhalt - Magdeburg Cathedral,https://www.coin-database.com/images/Germany/5852-v.jpg,0,3.5,Deutschland
Portugal,2021,510000,The Summer Olympic Games 2021,https://www.coin-database.com/images/Portugal/5912-v.jpg,0,3.5,Portugal
Luxembourg,2021,327500,100 years birth of Grand Duke John,https://www.coin-database.com/images/Luxembourg/6131-v.jpg,1,9.6,Luxembourg
Luxembourg,2021,327500,40th anniversary of birth Grand Duke William II,https://www.coin-database.com/images/Luxembourg/6132-v.jpg,0,9.6,Luxembourg
Slovenia,2021,1000000,200th Anniversary of the Establishment of the Carniola Provincial Museum,https://www.coin-database.com/images/Slovenia/6146-v.jpg,0,3.5,Slovenija
Estonia,2021,1000000,The Wolf - Estonian National Animal,https://www.coin-database.com/images/Estonia/6205-v.jpg,1,3.5,Eesti
Lithuania,2021,500000,Dzūkija,https://www.coin-database.com/images/Lithuania/6279-v.jpg,1,3.5,Lietuva
Lithuania,2021,500000,Žuvintas Biosphere Reserve,https://www.coin-database.com/images/Lithuania/6280-v.jpg,0,3.5,Lietuva
Portugal,2021,510000,Presidency of the Council of the European Union,https://www.coin-database.com/images/Portugal/6318-v.jpg,1,3.5,Portugal
San Marino,2021,54000,550th Anniversary of the Brith of Albrecht Dürer,https://www.coin-database.com/images/San-Marino/6328-v.jpg,0,59.0,San Marino
Belgium,2021,155000,500 Years of Carolus V,https://www.coin-database.com/images/Belgium/6383-v.jpg,0,10.5,Belgique/België
Vatican City,2021,78300,700th Anniversary of the Detah of Dante Alighieri,https://www.coin-database.com/images/Vatican-City/6405-v.jpg,0,31.9,Vatican City
Vatican City,2021,78300,400th Anniversary of the Bith of Caravaggio,https://www.coin-database.com/images/Vatican-City/6406-v.jpg,1,31.9,Vatican City
Italy,2021,3000000,Rome - The Capital City,https://www.coin-database.com/images/Italy/6418-v.jpg,1,3.5,Italia
Italy,2021,3000000,Healthcare professions,https://www.coin-database.com/images/Italy/6419-v.jpg,0,4.9,Italia
Finland,2021,800000,Åland Autonomy 100 years,https://www.coin-database.com/images/Finland/6482-v.jpg,0,5.9,Suomi/Finland
France,2021,7500000,75 Years of UNICEF,https://www.coin-database.com/images/France/6492-v.jpg,0,3.5,France
Greece,2021,1530000,200th anniversary of the Greek Revolution,https://www.coin-database.com/images/Greece/6493-v.jpg,0,4.5,Elláda
Belgium,2021,155000,100 Years of Economic Union Belgium-Luxembourg (BLEU),https://www.coin-database.com/images/Belgium/6510-v.jpg,1,9.8,Belgique/België
Andorra,2021,70000,100th Anniversary of the Coronation of Our Lady of Meritxell,https://www.coin-database.com/images/Andorra/6631-v.jpg,1,27.0,Andorra
Andorra,2021,70000,The old population,https://www.coin-database.com/images/Andorra/6632-v.jpg,0,27.0,Andorra
Monaco,2021,15000,10th anniversary of the wedding of Prince Albert and Charlene Wittstock,https://www.coin-database.com/images/Monaco/6657-v.jpg,0,990.0,Monaco
Latvia,2021,412000,100th anniversary of de iure recognition of Latvia,https://www.coin-database.com/images/Latvia/6350-v.jpg,0,4.5,Latvija
Spain,2021,4000000,Historic City of Toledo,https://www.coin-database.com/images/Spain/6330-v.jpg,0,3.5,España
San Marino,2021,54000,450th Anniversary of the Brith of Caravaggio,https://www.coin-database.com/images/San-Marino/6329-v.jpg,1,65.0,San Marino
Finland,2021,807000,Journalism and free press supporting Finnish democracy,https://www.coin-database.com/images/Finland/6434-v.jpg,1,5.9,Suomi/Finland
Estonia,2021,1012000,The Finno-Ugric Peoples,https://www.coin-database.com/images/Estonia/6206-v.jpg,0,3.5,Eesti
Malta,2021,60000,Heroes of the Pandemic,https://www.coin-database.com/images/Malta/6654-v.jpg,0,79.9,Malta
France,2021,510000,Olympic Games Paris 2024,https://www.coin-database.com/images/France/6678-v.jpg,1,15.9,France
Malta,2021,170000,Tarxien temples,https://www.coin-database.com/images/Malta/6477-v.jpg,1,11.9,Malta
Slovakia,2021,1000000,100th Anniversary of the Birth of Alexander Dubček,https://www.coin-database.com/images/Slovakia/6066-v.jpg,0,3.5,Slovensko
Germany,2022,30424900,Thüringen - Wartburg Castle in Eisenach,https://www.coin-database.com/images/Germany/4152-v.jpg,0,3.5,Deutschland
Slovakia,2022,1000000,300th anniversary of the construction of the first atmospheric steam engine in continental Europe,https://www.coin-database.com/images/Slovakia/6169-v.jpg,0,3.5,Slovensko
Estonia,2022,1000000,150th anniversary of the founding of the Society of Estonian Literati,https://www.coin-database.com/images/Estonia/6443-v.jpg,1,3.5,Eesti
Lithuania,2022,750000,100 years of basketball in Lithuania,https://www.coin-database.com/images/Lithuania/6520-v.jpg,0,3.5,Lietuva
Lithuania,2022,500000,Suvalkija,https://www.coin-database.com/images/Lithuania/6521-v.jpg,1,3.5,Lietuva
Luxembourg,2022,500000,50th Anniversary of the Luxembourg Flag,https://www.coin-database.com/images/Luxembourg/6543-v.jpg,0,9.5,Luxembourg
Luxembourg,2022,500000,10th Wedding Anniversary of Heir Grand Duke William and Heir Grand Duchess Stephanie,https://www.coin-database.com/images/Luxembourg/6544-v.jpg,1,9.5,Luxembourg
Spain,2022,1000000,Garajonay National Park,https://www.coin-database.com/images/Spain/6560-v.jpg,0,3.5,España
Spain,2022,1000000,500th Anniversary of the First Circumnavigation of the Earth,https://www.coin-database.com/images/Spain/6561-v.jpg,1,3.5,España
Slovenia,2022,1000000,150th Anniversary of Birth of Architect Jože Plečnik,https://www.coin-database.com/images/Slovenia/6644-v.jpg,0,3.5,Slovenija
Finland,2022,400000,100 Years of National Ballet in Finland,https://www.coin-database.com/images/Finland/6705-v.jpg,1,6.25,Suomi/Finland
Italy,2022,3000000,30th Anniversary of Death of Judges Giovanni Falcone and Paolo Borsellino,https://www.coin-database.com/images/Italy/6709-v.jpg,0,3.9,Italia
Italy,2022,3000000,170th Anniversary of Foundation of the Italian National Police,https://www.coin-database.com/images/Italy/6710-v.jpg,1,3.5,Italia
Portugal,2022,1015000,100th anniversary of the first crossing of the South Atlantic by plane,https://www.coin-database.com/images/Portugal/6719-v.jpg,0,3.5,Portugal
Latvia,2022,408000,Financial Literacy,https://www.coin-database.com/images/Latvia/6720-v.jpg,0,3.5,Latvija
Malta,2022,170000,Hal Saflieni Hypogeum,https://www.coin-database.com/images/Malta/6786-v.jpg,1,10.5,Malta
France,2022,10000000,Jacques Chirac,https://www.coin-database.com/images/France/6820-v.jpg,1,3.5,France
Greece,2022,745500,200 Years from the First Greek Constitution,https://www.coin-database.com/images/Greece/6839-v.jpg,0,3.5,Elláda
Monaco,2022,15000,Centenary of the Prince Albert I. of Monaco,https://www.coin-database.com/images/Monaco/6853-v.jpg,0,579.0,Monaco
Estonia,2022,2000000,Slava Ukraini,https://www.coin-database.com/images/Estonia/6899-v.jpg,0,3.5,Eesti
France,2022,260000,Olympic Games Paris 2024,https://www.coin-database.com/images/France/6914-v.jpg,0,14.8,France
Finland,2022,400000,The Climate Research,https://www.coin-database.com/images/Finland/6916-v.jpg,0,6.5,Suomi/Finland
Vatican City,2022,76250,25th Anniversary of the death of Mother Teresa of Calcutta,https://www.coin-database.com/images/Vatican-City/6963-v.jpg,0,34.9,Vatican City
Vatican City,2022,76250,125th Anniversary of the birth of Pope Paul VI,https://www.coin-database.com/images/Vatican-City/6964-v.jpg,1,31.9,Vatican City
Andorra,2022,70000,The Legend of Charlemagne,https://www.coin-database.com/images/Andorra/6987-v.jpg,1,20.95,Andorra
Andorra,2022,70000,10 years of currency agreement between Andorra and the EU,https://www.coin-database.com/images/Andorra/6988-v.jpg,0,20.95,Andorra
Malta,2022,53000,United Nations Security Council Resolution on Women Peace & Security,https://www.coin-database.com/images/Malta/7255-v.jpg,0,70.0,Malta
San Marino,2022,55000,200th Anniversary of the Birth of Antonio Canova,https://www.coin-database.com/images/San-Marino/6634-v.jpg,0,53.9,San Marino
San Marino,2022,55000,530th Anniversary of the Death of Piero Della Francesca,https://www.coin-database.com/images/San-Marino/6633-v.jpg,1,59.9,San Marino
Belgium,2022,160000,The Healthcare,https://www.coin-database.com/images/Belgium/6852-v.jpg,0,10.9,Belgique/België
Slovakia,2023,1000000,100th Anniversary of the First Blood Transfusion in Slovakia,https://www.coin-database.com/images/Slovakia/6170-v.jpg,0,3.5,Slovensko
Germany,2023,30444000,Hamburg - The Elbphilharmonie,https://www.coin-database.com/images/Germany/6766-v.jpg,0,3.5,Deutschland
Germany,2023,20275000,1275th Anniversary of the Birth of Charlemagne,https://www.coin-database.com/images/Germany/6767-v.jpg,1,3.5,Deutschland
Luxembourg,2023,133500,25th anniversary of Grand Duke Henri as a member of the International Olympic Committee,https://www.coin-database.com/images/Luxembourg/6900-v.jpg,0,9.49,Luxembourg
Luxembourg,2023,131000,175th anniversary of the Chamber of Deputies and the first constitution in 1848,https://www.coin-database.com/images/Luxembourg/6901-v.jpg,1,10.9,Luxembourg
Estonia,2023,1000000,The Barn Swallow,https://www.coin-database.com/images/Estonia/6922-v.jpg,0,3.5,Eesti
Lithuania,2023,500000,Together with Ukraine,https://www.coin-database.com/images/Lithuania/6968-v.jpg,0,3.5,Lietuva
France,2023,260000,Olympic Games Paris 2024,https://www.coin-database.com/images/France/6970-v.jpg,0,3.5,France
France,2023,15120000,10th Rugby World Cup in France,https://www.coin-database.com/images/France/6972-v.jpg,1,3.5,France
Spain,2023,1000000,Old Town of Cáceres,https://www.coin-database.com/images/Spain/6976-v.jpg,0,3.5,España
Spain,2023,1500000,Spanish Presidency of the Council of the EU 2023,https://www.coin-database.com/images/Spain/7149-v.jpg,1,3.5,España
Latvia,2023,415000,Slava Ukrainai!,https://www.coin-database.com/images/Latvia/6977-v.jpg,0,3.5,Latvija
Italy,2023,3000000,150th Anniversary of the Death of Alessandro Manzoni,https://www.coin-database.com/images/Italy/6986-v.jpg,0,3.7,Italia
Italy,2023,3000000,100 Years Military Air Force,https://www.coin-database.com/images/Italy/7007-v.jpg,1,3.7,Italia
Greece,2023,741000,100 Years from the Birth of Maria Callas,https://www.coin-database.com/images/Greece/7021-v.jpg,0,3.5,Elláda
Greece,2023,745500,150 Years from the Birth of Constantin Carathéodory,https://www.coin-database.com/images/Greece/7022-v.jpg,1,3.5,Elláda
Portugal,2023,1015000,World Youth Day 2023 Lisabon,https://www.coin-database.com/images/Portugal/7025-v.jpg,0,3.5,Portugal
Portugal,2023,1015000,Peace Among Nations,https://www.coin-database.com/images/Portugal/7026-v.jpg,1,3.5,Portugal
Finland,2023,400000,Finland's first nature conservation law,https://www.coin-database.com/images/Finland/7027-v.jpg,0,7.5,Suomi/Finland
Finland,2023,400000,Social and health services as guarantors of public welfare,https://www.coin-database.com/images/Finland/7146-v.jpg,1,7.5,Suomi/Finland
Vatican City,2023,92000,500th anniversary of the death of Pietro Perugino,https://www.coin-database.com/images/Vatican-City/7127-v.jpg,0,29.9,Vatican City
Vatican City,2023,82500,150th Anniversary of the death of Alessandro Manzoni,https://www.coin-database.com/images/Vatican-City/7126-v.jpg,1,29.9,Vatican City
San Marino,2023,58600,500th anniversary of the death of Luca Signorelli,https://www.coin-database.com/images/San-Marino/7172-v.jpg,0,49.9,San Marino
San Marino,2023,56000,500 years since the death of Perugino,https://www.coin-database.com/images/San-Marino/7171-v.jpg,1,49.9,San Marino
Monaco,2023,25000,100th Anniversary of the Birth of Rainier III,https://www.coin-database.com/images/Monaco/7197-v.jpg,0,425.0,Monaco
Belgium,2023,160000,Art Nouveau,https://www.coin-database.com/images/Belgium/7212-v.jpg,0,9.9,Belgique/België
Ireland,2023,1001000,50 Years of European Union Membership,https://www.coin-database.com/images/Ireland/7196-v.jpg,0,3.75,Éire/Ireland
Croatia,2023,250000,Member of the euro area,https://www.coin-database.com/images/Croatia/7282-v.jpg,0,9.4,Hrvatska